csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
425.7875707756128	n/a	181295.05542699745	n/a	210.49383877631882	n/a	44307.656162790896	n/a	205.83628386331642	n/a	n/a	42368.575754659774	n/a	n/a	n/a	-0.18242345670000001	-0.1097079757	-0.0787644399	0.10519783419999999	-0.11662022220000001	0.34242002450000003	-0.222290215	-0.6496399384	0.047573195199999994	-0.3334513202	-0.1697499566	0.0931227501	-0.013579822	-0.0768295148	0.0675430865	0.0	n/a	0.0	n/a	-0.0007879659999999998	n/a	6.208904171559996e-07	n/a	0.014900299999999997	n/a	n/a	0.00022201894008999995	0.0	n/a	n/a	0.0	-0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0
419.39018534307013	-6.3973854325427055	175888.12756209465	40.92654037250962	210.7206499062508	0.22681112993197414	44403.19229691271	0.05144328866101887	205.04304916714284	-0.7932346961735846	0.629221283213599	42042.65201175935	1.37016	60.96656	0.478437566	0.2464033621	0.28292037719999996	0.37594435649999997	-0.35012526130000005	-0.2902303206	0.3303275306	-0.2746965005	-0.3272567761	0.3633869379	0.011497958	0.3510849854	-0.35799835119999995	-0.3526712884000001	0.1502029964	-0.0638133214	0.0183298	0.0183298	0.00033598156804000003	0.00033598156804000003	0.22247	0.223257966	0.04949290089999999	0.049844119382457135	0.17736300000000002	0.16246270000000002	0.02639412889129001	0.031457633769000015	0.0007281399999999997	0.0007281399999999997	5.301878595999996e-07	5.301878595999996e-07	0.000629797	0.000629797	3.96644261209e-07	3.96644261209e-07	0.000129805	0.000129805	1.6849338025e-08	1.6849338025e-08	0.0	0.0	0.0	0.0	0.0	0.0
415.7115095751045	-3.678675767965558	172816.05919321222	13.532655405816989	210.83427730495225	0.11362739870145333	44451.09248670151	0.012911185735659038	205.3211623165596	0.2781131494167539	0.07734692387850567	42156.77969502301	1.382543	61.517525	0.3943008785	0.2559294224	-0.0200134379	0.15473980699999998	0.095426006	-0.0977438004	-0.229049458	0.18820352899999998	-0.06215937	0.0526613175	0.3514268048	0.157893964	0.041589605	0.09886734789999999	0.1187402162	0.17841341	0.0248195	0.0064896999999999976	0.0006160075802499999	4.211620608999997e-05	-0.11478800000000003	-0.337258	0.013176284944000005	0.113742958564	0.165105	-0.01225800000000002	0.0001502585640000005	0.027259661025	0.000199488	-0.0005286519999999997	2.794729371039997e-07	3.9795462144e-08	0.000525616	-0.00010418099999999996	1.0853680760999989e-08	2.76272179456e-07	-3.26557e-06	-0.00013307057	1.7707776600124898e-08	1.06639474249e-11	0.0	0.0	0.0	0.0	0.0	0.0
416.58219182983805	0.8706822547335378	173540.72254975198	0.7580875887078772	211.83420673229026	0.9999294273380029	44873.731141898694	0.9998588596565068	206.39652120432518	1.0753588877655886	1.1563967374964441	42599.523965247456	1.1924860000000002	53.06075300000001	0.32620450149999997	0.2219579433	-0.5553675659	0.1815805465	0.5980416974	-0.094294991	0.2559384788	0.3193729501	-0.1141856326	0.1462197317	0.0138111729	0.1967467586	0.5605197052	0.0043478672	0.46595637479999996	0.046304367	0.00816757	-0.016651929999999995	6.670919970490001e-05	0.0002772867727248999	-0.012202	0.102586	0.00014888880399999995	0.010523887396000004	0.261973	0.096868	0.009383409424000002	0.068629852729	-0.00176355	-0.001963038	3.8535181894440005e-06	3.1101086025e-06	0.000373244	-0.000152372	2.3217226384e-08	1.39311083536e-07	-8.9827e-05	-8.656143e-05	7.492881163644899e-09	8.068889929000002e-09	0.0	0.0	0.0	0.0	0.0	0.0
413.258180501271	-3.324011328567053	170782.3237512211	11.049051312442105	210.86543801248462	-0.968768719805638	44464.232948196994	0.9385128324738548	204.35288640790642	-2.0436347964187576	4.1764431811335365	41760.102183242714	1.485775	66.110939	0.9318151390000002	-0.0813642016	0.47175542509999996	0.0065047005	-0.47631928869999995	0.13731251	0.2169028643	0.7253579701999999	0.051970358099999996	-0.1797470639	0.0585834084	0.050238928700000005	-0.51053991	0.441354896	0.4940087243	0.130512436	-0.000189254	-0.008356824	3.5817076516000004e-08	6.983650736697603e-05	-0.629829	-0.6176269999999999	0.396684569241	0.3814631111289999	0.0764368	-0.1855362	0.034423681510440014	0.00584258439424	0.000296962	0.002060512	4.245709702144e-06	8.818642944400002e-08	5.46767e-05	-0.0003185673	1.0148512462929e-07	2.98954152289e-09	-0.00011665	-2.6823e-05	7.194733289999999e-10	1.36072225e-08	1.0	0.0	0.0	0.0	0.0	0.0
413.3917768135572	0.13359631228621538	170892.7611370699	0.017847974656475984	210.58366757458455	-0.2817704379000645	44345.481049163136	0.0793945796743941	204.42732300707604	0.07443659916961565	0.005540807295938025	41790.5303918394	1.594868	70.965118	1.000939661	-0.673169738	0.052540154000000006	-0.6687315907	-0.0856032575	-0.0887483772	0.2081364438	-0.005912899300000001	0.0987877336	-0.4219222244	-0.5536017395	-0.6802716379000001	-0.11529300220000001	-0.11160342710000001	0.1380526839	0.1518931677	-0.0257015	-0.025512246000000002	0.0006605671022500001	0.0006508746959645159	-0.276479	0.35335	0.07644063744099999	0.1248562225	-0.356123	-0.4325598000000001	0.18710798057604008	0.12682359112900002	0.00298678	0.002689818	7.235120873124001e-06	8.920854768400001e-06	0.000479227	0.0004245503	1.8024295723009e-07	2.29658517529e-07	-0.0007926339999999999	-0.0006759839999999997	4.5695436825599976e-07	6.282686579559997e-07	0.0	1.0	0.0	0.0	0.0	0.0
413.50659386616326	0.11481705260604258	170987.70317079607	0.01318295556913875	210.93506607621208	0.3513985016275285	44493.60210057595	0.12348090694607215	204.59883422788738	0.17151122081133965	0.029416098864196095	41860.68296741054	1.235096	54.956749	0.4598382050000001	-0.3836886543	-0.13147860890000002	-0.35514673210000003	-0.0234870618	-0.0292676515	0.1306722618	-0.29873421850000004	0.09479210269999999	-0.2450607348	-0.18340388079999997	-0.3392531234	0.0101702496	-0.314312752	0.11786795050000001	-0.6685663071	0.0105456	0.0362471	0.00011120967935999999	0.0013138522584100001	-0.14905	0.127429	0.022215902499999995	0.016238150041000002	-0.147091	0.209032	0.04369437702400001	0.021635762281	0.00326443	0.00027764999999999995	7.708952249999997e-08	1.06565032249e-05	-4.43261e-05	-0.0005235531	2.7410784851961e-07	1.96480314121e-09	0.000148765	0.000941399	8.862320772009996e-07	2.2131025225e-08	0.0	0.0	0.0	0.0	0.0	0.0
408.2921370631242	-5.21445680303907	166702.46918757298	27.19055975076044	209.70519904973256	-1.2298670264795248	43976.27050848795	1.5125729028215882	203.68557623400287	-0.9132579938844572	0.8340401633938632	41487.813965777816	1.4825780000000002	65.968689	0.7248611949999999	0.116777169	-0.2243057388	0.049120754	0.16970796149999998	0.8492968555	0.0310461075	-0.15893189259999999	0.5322089847	0.5027197853	-0.3981175019	0.0308039948	0.1563708049	0.6497610051	-0.3167853968	-0.41519096310000003	0.0360678	0.0255222	0.0013008861968400007	0.00065138269284	-0.171908	-0.022858000000000017	0.029552360463999998	0.0005224881640000006	0.259346	0.4064370000000001	0.16519103496900006	0.06726034771600001	-0.000526139	-0.003790569	1.4368413343761002e-05	2.7682224732100003e-07	-0.00122498	-0.0011806539	1.3939436315852105e-06	1.5005760004e-06	0.000578422	0.000429657	1.8460513764899995e-07	3.34572010084e-07	0.0	0.0	1.0	0.0	0.0	0.0
412.6721522880055	4.380015224881333	170298.30527401486	19.18453337019228	210.9045500729736	1.1993510232410358	44480.729241483416	1.4384428769493196	204.36495236049026	0.679376126487341	0.4615519212409436	41765.033753305455	1.311189	58.342548	0.45370685	0.37202003079999996	0.2925999205	0.3879785095	-0.2649614333	0.09028608310000001	-0.0603930191	-0.3069585343	0.1239757092	0.3772251411	0.23653352579999998	0.37449770039999997	-0.2391143579	-0.2160059789	-0.3412729697	-0.1643767449	0.0526585	0.0165907	0.0027729176222500004	0.00027525132649	0.20985	0.381758	0.0440370225	0.14573917056400004	0.28641300000000003	0.027067000000000008	0.0007326224890000004	0.08203240656900003	-0.000428661	9.747800000000002e-05	9.501960484000003e-09	1.83750252921e-07	-0.0007692660000000001	0.000455714	2.07675249796e-07	5.917701787560002e-07	0.000591053	1.2631000000000035e-05	1.595421610000009e-10	3.4934364880900003e-07	0.0	0.0	0.0	0.0	0.0	0.0
410.34080603691916	-2.3313462510863587	168379.5770990285	5.4351753424544205	210.07762323010223	-0.8269268428713588	44132.60778200879	0.6838080034611929	204.064775942504	-0.3001764179862505	0.09010588191505617	41642.43278046436	1.355028	60.293224	0.63323986	-0.09234272269999999	0.18716189789999998	-0.2098499348	-0.14258782949999999	-0.1122748743	-0.6470334631	-0.0184010464	0.2487320687	-0.3768047117	0.2850414035	-0.1729289421	-0.130207959	-0.036715273900000005	-0.4574444565	0.4444701022	0.0132682	-0.0393903	0.00017604513124	0.0015515957340900002	0.0999644	-0.1098856	0.00999288126736	0.012074845087360005	-0.09351489999999997	-0.37992790000000004	0.14434520919840998	0.008745036522009997	-0.000146596	0.000282065	7.956066422499997e-08	2.1490387216000003e-08	0.000478011	0.0012472770000000002	1.5556999147290003e-06	2.28494516121e-07	3.96738e-05	-0.0005513792	3.0401902219264e-07	1.5740104064400001e-09	0.0	0.0	0.0	1.0	0.0	0.0
416.9896523457936	6.648846308874455	173880.37016346582	44.20715723903345	211.2173910984509	1.139767868348656	44612.78630243597	1.2990707937200394	205.9775482868115	1.912772344307484	3.6586980411475487	42426.750398245764	1.28228	57.056225	0.5145389600000001	0.0913151831	-0.35210375270000005	0.1095153443	0.3378367008	-0.33008528800000003	-0.1510431111	0.0159971959	-0.1989909886	-0.1719526968	0.2607489898	0.1409662569	0.3703782534	-0.2676024406	-0.0243865423	0.2212904522	0.017790799999999996	0.0045225999999999955	0.0003165125646399998	2.045391075999995e-05	0.36252	0.26255559999999994	0.13142075039999998	0.06893544309136	0.111433	0.2049479	0.042003641714409984	0.012417313488999998	-0.000288576	-0.00014197999999999994	2.015832039999999e-08	8.327610777599999e-08	-8.9746e-05	-0.000567757	3.2234801104899997e-07	8.054344516e-09	0.000180194	0.0001405202	1.974592660804e-08	3.2469877636e-08	0.0	0.0	0.0	0.0	1.0	0.0
411.78516172881285	-5.204490616980762	169567.01942002456	27.08672258224081	210.95552330600705	-0.2618677924438373	44502.23281331128	0.06857474071940864	205.09769226835832	-0.8798560184531823	0.7741466132082866	42065.06337380621	1.1453950000000002	50.965412	0.55258377	0.1230328495	0.2202329369	0.10131119220000001	-0.1054096647	0.011842163400000001	-0.2867083255	0.0461220024	0.1786234225	-0.0551971775	0.2400846573	0.1045736657	-0.062226138499999986	-0.0144558333	-0.1151629596	-0.0686918673	0.020910400000000003	0.003119600000000007	0.00043724482816000015	9.731904160000045e-06	-0.07098380000000001	-0.43350379999999994	0.005038699862440002	0.18792554461444003	0.08117829999999998	-0.030254700000000013	0.0009153468720900004	0.006589916390889997	0.00131694	0.001605516	2.577681626256e-06	1.7343309636e-06	-6.62913e-05	2.3454700000000008e-05	5.501229520900002e-10	4.39453645569e-09	9.50513e-05	-8.514270000000001e-05	7.249279363290001e-09	9.034749631689998e-09	0.0	0.0	0.0	0.0	0.0	1.0
415.00728733709747	3.2221256082846135	172231.04854289614	10.382093435563494	210.5584201225639	-0.3971031834431642	44334.84828451012	0.1576909383006953	204.50818545040246	-0.5895068179558507	0.3475182884164325	41823.597916216204	0.946394	42.110672	0.17651313	-0.0144471868	-0.1142336316	-0.054202513	0.1422835967	0.0705279133	-0.14121633449999998	-0.009128341	0.0231423262	-0.039101499500000005	0.0108465218	-0.044602594599999996	0.18322835070000001	0.1326156999	-0.1529471064	0.1402121824	0.026473400000000005	0.005563000000000002	0.0007008409075600003	3.0946969000000016e-05	0.0572904	0.1282742	0.00328218993216	0.016454270385640003	0.0968706	0.01569230000000002	0.00024624827929000065	0.00938391314436	0.00144294	0.00012600000000000005	1.5876000000000006e-08	2.0820758436e-06	0.00025233	0.0003186213	1.0151953281368999e-07	6.36704289e-08	0.0	-9.50513e-05	9.034749631689998e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
